"","Subject","Trial.Number","GestureCondition","Type.of.Action","Object.Type","Word.Order","Exclude","Spatial.Cue","Randomizer","Randomizer.Set","Clipped.Movie.File","Event","Word.Order.Recode","Exclude.Recode","Spatial.Cue.Recode","Used.ASL","X.Embodied..in.some.way","Comments","Spatial.Cue.Katy","SpatialCue","Final.Full.WordOrder","SpatialCue.FinalDecision"
"715",61,25,"Free","Transitive","Person","(SO)V","",1,0.405414526,38,"Spatial_Clipped_438","Fireman pushes boy","(SO)V","",1,"No","No","",NA,"Spatial.Present","(SO)V","Spatial.Present"
"716",61,27,"Case","Transitive","Object","OSV","",1,0.255991968,38,"Spatial_Clipped_444","Girl pushes car","SOV","",1,"No","No","",NA,"Spatial.Present","OSV","Spatial.Present"
"717",61,27,"Free","Transitive","Object","OSV","",1,0.405414526,38,"Spatial_Clipped_438","Girl pushes car","OSV","",1,"No","No","",NA,"Spatial.Present","OSV","Spatial.Present"
"718",61,28,"Case","Transitive","Object","OSV","",1,0.255991968,38,"Spatial_Clipped_444","Boy kicks ball","OSV","",1,"No","No","",NA,"Spatial.Present","OSV","Spatial.Present"
"719",61,28,"Free","Transitive","Object","OSV","",1,0.405414526,38,"Spatial_Clipped_438","Boy kicks ball","OSV","",1,"No","No","",NA,"Spatial.Present","OSV","Spatial.Present"
"720",61,5,"Case","Transitive","Person","(SO)V","",1,0.977428804,38,"Spatial_Clipped_439","Girl kisses boy","(SO)V","",1,"No","No","",NA,"Spatial.Present","(SO)V","Spatial.Present"
"721",61,5,"Free","Transitive","Person","(SO)V","",1,0.884659957,38,"Spatial_Clipped_433","Girl kisses boy","(SO)V","",1,"No","No","",NA,"Spatial.Present","(SO)V","Spatial.Present"
"722",61,7,"Case","Transitive","Person","(SO)V","",1,0.977428804,38,"Spatial_Clipped_439","Old lady pokes fireman","(SO)V","",1,"No","No","",NA,"Spatial.Present","(SO)V","Spatial.Present"
"723",61,7,"Free","Transitive","Person","(SO)V","",1,0.884659957,38,"Spatial_Clipped_433","Old lady pokes fireman","(SO)V","",1,"No","No","",NA,"Spatial.Present","(SO)V","Spatial.Present"
"724",61,8,"Case","Transitive","Object","OSV","",1,0.977428804,38,"Spatial_Clipped_439","Fireman lifts car","(SO)V","",1,"No","No","",NA,"Spatial.Present","OSV","Spatial.Present"
"725",61,8,"Free","Transitive","Object","(SO)V","",1,0.884659957,38,"Spatial_Clipped_433","Fireman lifts car","SOV","",1,"No","No","",NA,"Spatial.Present","(SO)V","Spatial.Present"
"726",61,9,"Case","Transitive","Object","OSV","",1,0.346061763,38,"Spatial_Clipped_440","Boy pokes heart","OSV","",1,"No","No","",NA,"Spatial.Present","OSV","Spatial.Present"
"727",61,9,"Free","Transitive","Object","SVO","",1,0.631342314,38,"Spatial_Clipped_434","Boy pokes heart","SVO","",1,"No","No","Order was very ambiguous",NA,"Spatial.Present","SVO","Spatial.Present"
"728",62,11,"Case","Transitive","Object","SOV","",1,0.99513363,39,"Spatial_Clipped_452 ","Girl rubs heart ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"729",62,11,"Free","Transitive","Object","SOV","",1,0.89861093,39,"Spatial_Clipped_446 ","Girl rubs heart ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"730",62,12,"Case","Transitive","Person","SOV","",1,0.99513363,39,"Spatial_Clipped_452 ","Boy lifts girl ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"731",62,12,"Free","Transitive","Person","SOV","",1,0.89861093,39,"Spatial_Clipped_446 ","Boy lifts girl ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"733",62,13,"Free","Transitive","Object","SOV","",1,0.43936999,39,"Spatial_Clipped_447 ","Fireman throws star ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"734",62,15,"Case","Transitive","Person","OSV","",1,0.42608504,39,"Spatial_Clipped_453 ","Girl elbows old lady ","OSV ","",1,"No ","SOV ","",NA,"Spatial.Present","OSV","Spatial.Present"
"735",62,15,"Free","Transitive","Person","OSV","",1,0.43936999,39,"Spatial_Clipped_447 ","Girl elbows old lady ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","OSVO","Spatial.Present"
"736",62,17,"Case","Transitive","Person","SOSV","",1,0.86110598,39,"Spatial_Clipped_454 ","Fireman kicks girl ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"737",62,17,"Free","Transitive","Person","SOV","",1,0.2361263,39,"Spatial_Clipped_448 ","Fireman kicks girl ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"738",62,18,"Case","Transitive","Object","SOV","",1,0.86110598,39,"Spatial_Clipped_454 ","Old lady kisses star ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"739",62,18,"Free","Transitive","Object","SOV","",1,0.2361263,39,"Spatial_Clipped_448 ","Old lady kisses star ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"740",62,19,"Case","Transitive","Person","SOV","",1,0.86110598,39,"Spatial_Clipped_454 ","Old lady rubs fireman ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"741",62,19,"Free","Transitive","Person","SOV","",1,0.2361263,39,"Spatial_Clipped_448 ","Old lady rubs fireman ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"742",62,20,"Case","Transitive","Person","SOSV","",1,0.86110598,39,"Spatial_Clipped_454 ","Girl throws old lady ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"743",62,20,"Free","Transitive","Person","SOV","",1,0.2361263,39,"Spatial_Clipped_448 ","Girl throws old lady ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"744",62,24,"Free","Transitive","Object","OSV","",1,0.94449726,39,"Spatial_Clipped_449 ","Boy pokes heart ","OSV ","",1,"No ","S ","",NA,"Spatial.Present","OSV","Spatial.Present"
"745",62,25,"Case","Transitive","Object","SOV","",1,0.84896261,39,"Spatial_Clipped_456 ","Fireman lifts car ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"746",62,25,"Free","Transitive","Object","SOV","",1,0.98681407,39,"Spatial_Clipped_450 ","Fireman lifts car ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"747",62,26,"Case","Transitive","Person","SOV","",1,0.84896261,39,"Spatial_Clipped_456 ","Old lady pokes fireman ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"748",62,26,"Free","Transitive","Person","SOSV","",1,0.98681407,39,"Spatial_Clipped_450 ","Old lady pokes fireman ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOSV","Spatial.Present"
"749",62,28,"Case","Transitive","Person","SOSV","",1,0.84896261,39,"Spatial_Clipped_456 ","Girl kisses boy ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"750",62,28,"Free","Transitive","Person","SOSV","",1,0.98681407,39,"Spatial_Clipped_450 ","Girl kisses boy ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOSV","Spatial.Present"
"751",62,5,"Case","Transitive","Object","SOV","",1,0.81404913,39,"Spatial_Clipped_451 ","Boy kicks ball ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"752",62,6,"Case","Transitive","Object","SOSV","",1,0.81404913,39,"Spatial_Clipped_451 ","Girl pushes car ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOSV","Spatial.Present"
"753",62,8,"Case","Transitive","Person","SOSV","",1,0.81404913,39,"Spatial_Clipped_451 ","Fireman pushes boy ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOSV","Spatial.Present"
"754",62,8,"Free","Transitive","Person","SOSVO","",1,0.0427541,39,"Spatial_Clipped_445 ","Fireman pushes boy ","SOV ","",1,"No ","SOV ","",NA,"Spatial.Present","SOSV","Spatial.Present"
"755",62,9,"Case","Transitive","Object","SOV","",1,0.99513363,39,"Spatial_Clipped_452 ","Old lady elbows ball ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"756",62,9,"Free","Transitive","Object","SOV","",1,0.89861093,39,"Spatial_Clipped_446 ","Old lady elbows ball ","SOV ","",1,"No ","SV ","",NA,"Spatial.Present","SOV","Spatial.Present"
"757",63,13,"Case","Transitive","Person","SVO","",1,0.08833063,40,"Spatial_Clipped_465","Girl throws old lady","SVO","",0,"No","SOV","",NA,"Spatial.Present","SVO","Spatial.Present"
"759",63,14,"Case","Transitive","Person","SVO","",1,0.08833063,40,"Spatial_Clipped_465","Old lady rubs fireman","SVO","",0,"No","SOV","",NA,"Spatial.Present","SVO","Spatial.Present"
"761",63,15,"Case","Transitive","Object","SVO","",1,0.08833063,40,"Spatial_Clipped_465","Old lady kisses star","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"763",63,16,"Case","Transitive","Person","SVO","",1,0.08833063,40,"Spatial_Clipped_465","Fireman kicks girl","SVO","",1,"No","SO","",NA,"Spatial.Present","SVO","Spatial.Present"
"765",63,18,"Case","Transitive","Person","SVO","",1,0.520070256,40,"Spatial_Clipped_466","Girl elbows old lady","SVO","",0,"No","SOV","",NA,"Spatial.Present","SVO","Spatial.Present"
"767",63,20,"Case","Transitive","Object","SVO","",1,0.520070256,40,"Spatial_Clipped_466","Fireman throws star","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"769",63,21,"Case","Transitive","Person","SVO","",1,0.08533088,40,"Spatial_Clipped_467","Boy lifts girl","SVO","",0,"No","SOV","",NA,"Spatial.Present","SVO","Spatial.Present"
"771",63,22,"Case","Transitive","Object","SVO","",1,0.08533088,40,"Spatial_Clipped_467","Girl rubs heart","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"773",63,24,"Case","Transitive","Object","SVO","",1,0.08533088,40,"Spatial_Clipped_467","Old lady elbows ball","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"775",63,25,"Case","Transitive","Person","SVO","",1,0.255991968,40,"Spatial_Clipped_468","Fireman pushes boy","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"776",63,25,"Free","Transitive","Person","SVO","",0,0.405414526,40,"Spatial_Clipped_462","Fireman pushes boy","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"777",63,27,"Case","Transitive","Object","SVO","",1,0.255991968,40,"Spatial_Clipped_468","Girl pushes car","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"779",63,28,"Case","Transitive","Object","SVO","",1,0.255991968,40,"Spatial_Clipped_468","Boy kicks ball","SVO","",1,"No","S","",NA,"Spatial.Present","SVO","Spatial.Present"
"780",63,28,"Free","Transitive","Object","SVO","",0,0.405414526,40,"Spatial_Clipped_462","Boy kicks ball","SVO","",1,"No","S","",NA,"Spatial.Present","SVO","Spatial.Present"
"781",63,5,"Case","Transitive","Person","SVO","",1,0.977428804,40,"Spatial_Clipped_463","Girl kisses boy","SVO","",0,"No","SOV","",NA,"Spatial.Present","SVO","Spatial.Present"
"783",63,7,"Case","Transitive","Person","SVO","",1,0.977428804,40,"Spatial_Clipped_463","Old lady pokes fireman","SVO","",0,"No","SOV","",NA,"Spatial.Present","SVO","Spatial.Present"
"785",63,8,"Case","Transitive","Object","SVO","",1,0.977428804,40,"Spatial_Clipped_463","Fireman lifts car","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"787",63,9,"Case","Transitive","Object","SVO","",1,0.346061763,40,"Spatial_Clipped_464","Boy pokes heart","SVO","",1,"No","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"789",64,11,"Case","Transitive","Object","SOSV","",1,0.918543895,41,"Spatial_Clipped_476","Girl rubs heart","SOSV","",1,"NO","NONE","",NA,"Spatial.Present","SOSV","Spatial.Present"
"791",64,12,"Case","Transitive","Person","SOV","",1,0.918543895,41,"Spatial_Clipped_476","Boy lifts girl","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"794",64,15,"Case","Transitive","Person","OSV","",1,0.138254032,41,"Spatial_Clipped_477","Girl elbows old lady","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"796",64,17,"Case","Transitive","Person","SOV","",1,0.083588117,41,"Spatial_Clipped_478","Fireman kicks girl","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"798",64,18,"Case","Transitive","Object","SOV","",1,0.083588117,41,"Spatial_Clipped_478","Old lady kisses star","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"799",64,18,"Free","Transitive","Object","SOV","",0,0.049008307,41,"Spatial_Clipped_472","Old lady kisses star","SVO","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"800",64,19,"Case","Transitive","Person","SOV","",1,0.083588117,41,"Spatial_Clipped_478","Old lady rubs fireman","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"802",64,20,"Case","Transitive","Person","SOV","",1,0.083588117,41,"Spatial_Clipped_478","Girl throws old lady","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"804",64,24,"Case","Transitive","Object","OSV","",1,0.419899003,41,"Spatial_Clipped_479","Boy pokes heart","OSV","",1,"NO","NONE","",NA,"Spatial.Present","OSV","Spatial.Present"
"806",64,25,"Case","Transitive","Object","OSV","",1,0.482227645,41,"Spatial_Clipped_480","Fireman lifts car","OSV","",1,"NO","NONE","",NA,"Spatial.Present","OSV","Spatial.Present"
"807",64,25,"Free","Transitive","Object","SOV","",1,0.082811481,41,"Spatial_Clipped_474","Fireman lifts car","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"808",64,26,"Case","Transitive","Person","OSV","",1,0.482227645,41,"Spatial_Clipped_480","Old lady pokes fireman","SOV","",1,"NO","NONE","",NA,"Spatial.Present","OSV","Spatial.Present"
"809",64,28,"Case","Transitive","Person","SOV","",1,0.482227645,41,"Spatial_Clipped_480","Girl kisses boy","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"811",64,5,"Case","Transitive","Object","SOV","",0,0.756481638,41,"Spatial_Clipped_475","Boy kicks ball","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"813",64,6,"Case","Transitive","Object","SOV","",0,0.756481638,41,"Spatial_Clipped_475","Girl pushes car","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"814",64,8,"Case","Transitive","Person","SOV","",0,0.756481638,41,"Spatial_Clipped_475","Fireman pushes boy","SOV","",1,"NO","NONE","",NA,"Spatial.Present","SOV","Spatial.Present"
"816",64,9,"Case","Transitive","Object","OSV","",1,0.918543895,41,"Spatial_Clipped_476","Old lady elbows ball","OSV","",1,"NO","NONE","",NA,"Spatial.Present","OSV","Spatial.Present"
"818",65,11,"Case","Transitive","Object","SOV","",1,0.918543895,42,"Spatial_Clipped_488","Girl rubs heart","SOV","",1,"NO","VERB","",NA,"Spatial.Present","SOV","Spatial.Present"
"820",65,12,"Case","Transitive","Person","SOV","",1,0.918543895,42,"Spatial_Clipped_488","Boy lifts girl","SOV","",0,"NO","SUBJECT/VERB","",NA,"Spatial.Present","SOV","Spatial.Present"
"821",65,13,"Case","Transitive","Object","SOV","",1,0.138254032,42,"Spatial_Clipped_489","Fireman throws star","SOV","",0,"NO","SUBJECT/VERB","",NA,"Spatial.Present","SOV","Spatial.Present"
"823",65,15,"Case","Transitive","Person","OSV","",1,0.138254032,42,"Spatial_Clipped_489","Girl elbows old lady","OSV","",0,"NO","OBJECT/VERB","",NA,"Spatial.Present","OSV","Spatial.Present"
"825",65,17,"Case","Transitive","Person","SVO","",1,0.083588117,42,"Spatial_Clipped_490","Fireman kicks girl","SVO","",0,"NO","SUBJECT","",NA,"Spatial.Present","SVO","Spatial.Present"
"827",65,18,"Case","Transitive","Object","OSV","",1,0.083588117,42,"Spatial_Clipped_490","Old lady kisses star","OSV","",1,"NO","SUBJECT/VERB","",NA,"Spatial.Present","OSV","Spatial.Present"
"829",65,19,"Case","Transitive","Person","SVO","",1,0.083588117,42,"Spatial_Clipped_490","Old lady rubs fireman","SVO","",0,"NO","SUBJECT/VERB/OBJECT","",NA,"Spatial.Present","SVO","Spatial.Present"
"831",65,20,"Case","Transitive","Person","SVO","",1,0.083588117,42,"Spatial_Clipped_490","Girl throws old lady","SVO","",0,"NO","VERB/OBJECT","",NA,"Spatial.Present","SVO","Spatial.Present"
"833",65,24,"Case","Transitive","Object","SOV","",1,0.419899003,42,"Spatial_Clipped_491","Boy pokes heart","SOV","",0,"NO","SUBJECT/VERB","",NA,"Spatial.Present","SOV","Spatial.Present"
"834",65,24,"Free","Transitive","Object","SOV","",0,0.698437688,42,"Spatial_Clipped_485","Boy pokes heart","SOV","",1,"NO","SUBJECT/VERB","",NA,"Spatial.Present","SOV","Spatial.Present"
"835",65,25,"Case","Transitive","Object","SOV","",1,0.482227645,42,"Spatial_Clipped_492","Fireman lifts car","SOV","",1,"NO","SUBJECT/VERB","",NA,"Spatial.Present","SOV","Spatial.Present"
"837",65,26,"Case","Transitive","Person","SVO","",1,0.482227645,42,"Spatial_Clipped_492","Old lady pokes fireman","SVO","",0,"NO","SUBJECT/VERB/OBJECT","",NA,"Spatial.Present","SVO","Spatial.Present"
"839",65,28,"Case","Transitive","Person","SVO","",1,0.482227645,42,"Spatial_Clipped_492","Girl kisses boy","SVO","",0,"NO","OBJECT/VERB","",NA,"Spatial.Present","SVO","Spatial.Present"
"841",65,5,"Case","Transitive","Object","SOV","",0,0.756481638,42,"Spatial_Clipped_487","Boy kicks ball","SOSV","",1,"NO","NONE","",NA,"Spatial.Present","SOSV","Spatial.Present"
"842",65,6,"Case","Transitive","Object","SOV","",1,0.756481638,42,"Spatial_Clipped_487","Girl pushes car","SOV","",1,"NO","VERB","",NA,"Spatial.Present","SOV","Spatial.Present"
"843",65,8,"Case","Transitive","Person","SVO","",1,0.756481638,42,"Spatial_Clipped_487","Fireman pushes boy","SVO","",0,"NO","SUBJECT/VERB/OBJECT","",NA,"Spatial.Present","SVO","Spatial.Present"
"845",65,9,"Case","Transitive","Object","SOV","",1,0.918543895,42,"Spatial_Clipped_488","Old lady elbows ball","SOV","",1,"NO","SUBJECT/VERB","",NA,"Spatial.Present","SOV","Spatial.Present"
"847",66,13,"Case","Transitive","Person","SVO","",0,0.16255396,43,"Spatial_Clipped_501","Girl throws old lady","SVO","",1,"","SO","",NA,"Spatial.Present","SVO","Spatial.Present"
"849",66,14,"Case","Transitive","Person","SVO","",0,0.16255396,43,"Spatial_Clipped_501","Old lady rubs fireman","SVO","",1,"","SO","",NA,"Spatial.Present","SVO","Spatial.Present"
"851",66,15,"Case","Transitive","Object","SVO","",0,0.16255396,43,"Spatial_Clipped_501","Old lady kisses star","SVO","",1,"","S","",NA,"Spatial.Present","SVO","Spatial.Present"
"853",66,16,"Case","Transitive","Person","SVO","",0,0.16255396,43,"Spatial_Clipped_501","Fireman kicks girl","SVO","",1,"","SO","",NA,"Spatial.Present","SVO","Spatial.Present"
"855",66,18,"Case","Transitive","Person","SVO","",0,0.712008328,43,"Spatial_Clipped_502","Girl elbows old lady","SVO","",1,"","SVO","",NA,"Spatial.Present","SVO","Spatial.Present"
"857",66,20,"Case","Transitive","Object","SOVO","",0,0.712008328,43,"Spatial_Clipped_502","Fireman throws star","SOV","",1,"","SV","",NA,"Spatial.Present","SOVSO","Spatial.Present"
"859",66,21,"Case","Transitive","Person","SVO","",0,0.665932728,43,"Spatial_Clipped_503","Boy lifts girl","SVO","",1,"","SVO","",NA,"Spatial.Present","SVO","Spatial.Present"
"861",66,22,"Case","Transitive","Object","SOV","",0,0.665932728,43,"Spatial_Clipped_503","Girl rubs heart","SOV","",1,"","SV","",NA,"Spatial.Present","SOV","Spatial.Present"
"863",66,24,"Case","Transitive","Object","SOSV","",0,0.665932728,43,"Spatial_Clipped_503","Old lady elbows ball","SOV","",1,"","SV","",NA,"Spatial.Present","SOSOSV","Spatial.Present"
"865",66,25,"Case","Transitive","Person","SVO","",0,0.994857685,43,"Spatial_Clipped_504","Fireman pushes boy","SVO","",1,"","SO","",NA,"Spatial.Present","SVO","Spatial.Present"
"867",66,27,"Case","Transitive","Object","SVOSVO","",0,0.994857685,43,"Spatial_Clipped_504","Girl pushes car","SVO","",1,"","SV","",NA,"Spatial.Present","SVOSVO","Spatial.Present"
"869",66,28,"Case","Transitive","Object","SVO","",0,0.994857685,43,"Spatial_Clipped_504","Boy kicks ball","SVO","",1,"","SV","",NA,"Spatial.Present","SVO","Spatial.Present"
"871",66,5,"Case","Transitive","Person","SOV","",0,0.744179875,43,"Spatial_Clipped_499","Girl kisses boy","SOV","",1,"","SOV","",NA,"Spatial.Present","SOV","Spatial.Present"
"873",66,7,"Case","Transitive","Person","SVO","",0,0.744179875,43,"Spatial_Clipped_499","Old lady pokes fireman","SVO","",1,"","S","",NA,"Spatial.Present","SVO","Spatial.Present"
"876",66,9,"Case","Transitive","Object","SOV","",0,0.963537551,43,"Spatial_Clipped_500","Boy pokes heart","SOV","",1,"","S","",NA,"Spatial.Present","SOV","Spatial.Present"
"878",67,11,"Case","Transitive","Object","SOSV","",1,0.163796301,44,"Spatial_Clipped_512","Girl rubs heart","OSV","",1,"","SV","",NA,"Spatial.Present","SOSV","Spatial.Present"
"879",67,12,"Case","Transitive","Person","SOV","",1,0.163796301,44,"Spatial_Clipped_512","Boy lifts girl","OSV","",0,"","SO","mouthed girl",NA,"Spatial.Present","OSV","Spatial.Present"
"880",67,13,"Case","Transitive","Object","SOV","",1,0.526805965,44,"Spatial_Clipped_513","Fireman throws star","SOV","",1,"","S","",NA,"Spatial.Present","SOV","Spatial.Present"
"881",67,15,"Case","Transitive","Person","OSV","",1,0.526805965,44,"Spatial_Clipped_513","Girl elbows old lady","SOV","",1,"","SO","",NA,"Spatial.Present","SOV","Spatial.Present"
"882",67,17,"Case","Transitive","Person","SOV","",1,0.832335135,44,"Spatial_Clipped_514","Fireman kicks girl","OSV","",0,"","SO","",NA,"Spatial.Present","OSV","Spatial.Present"
"883",67,17,"Free","Transitive","Person","SVO","",0,0.883268105,44,"Spatial_Clipped_508","Fireman kicks girl","(SO)V","",1,"","","",NA,"Spatial.Present","SOV","Spatial.Present"
"885",67,19,"Case","Transitive","Person","SOV","",1,0.832335135,44,"Spatial_Clipped_514","Old lady rubs fireman","OSV","",0,"","OSV","",NA,"Spatial.Present","VOSV","Spatial.Present"
"886",67,20,"Case","Transitive","Person","SOV","",1,0.832335135,44,"Spatial_Clipped_514","Girl throws old lady","OSV","",0,"","SO","",NA,"Spatial.Present","VOS","Spatial.Present"
"887",67,24,"Case","Transitive","Object","OSV","",1,0.5823074,44,"Spatial_Clipped_515","Boy pokes heart","OSV","",1,"","S","",NA,"Spatial.Present","OSV","Spatial.Present"
"888",67,24,"Free","Transitive","Object","SOV","",0,0.903531885,44,"Spatial_Clipped_509","Boy pokes heart","SOV","",1,"","SV","",NA,"Spatial.Present","SOV","Spatial.Present"
"889",67,25,"Case","Transitive","Object","OSV","",1,0.269042758,44,"Spatial_Clipped_516","Fireman lifts car","(OS)V","",1,"","S","",NA,"Spatial.Present","VOS","Spatial.Present"
"890",67,26,"Case","Transitive","Person","OSV","",1,0.269042758,44,"Spatial_Clipped_516","Old lady pokes fireman","(OS)V","",0,"","SO","",NA,"Spatial.Present","VOS","Spatial.Present"
"892",67,28,"Case","Transitive","Person","SOV","",1,0.269042758,44,"Spatial_Clipped_516","Girl kisses boy","(OS)V","",0,"","OSV","",NA,"Spatial.Present","VOSV","Spatial.Present"
"893",67,5,"Free","Transitive","Object","SOV","",0,0.770903124,44,"Spatial_Clipped_505","Boy kicks ball","SOV","",1,"","S","",NA,"Spatial.Present","SOV","Spatial.Present"
"894",67,6,"Case","Transitive","Object","SOV","",0,0.459636318,44,"Spatial_Clipped_511","Girl pushes car","OSV","",1,"","S","",NA,"Spatial.Present","OSV","Spatial.Present"
"896",67,9,"Case","Transitive","Object","OSV","",1,0.163796301,44,"Spatial_Clipped_512","Old lady elbows ball","OSV","",1,"","SV","mouthed O",NA,"Spatial.Present","OSV","Spatial.Present"
"897",67,9,"Free","Transitive","Object","SOV","",0,0.683521007,44,"Spatial_Clipped_506","Old lady elbows ball","SOV","",1,"","SV","",NA,"Spatial.Present","SOV","Spatial.Present"
"898",7,13,"Case","Transitive","Person","OSV","",1,0.360527327,9,"Spatial_Clipped_105","Girl throws old lady","OSV","",1,"","","",NA,"Spatial.Present","OSV","Spatial.Present"
"900",7,14,"Case","Transitive","Person","SOV","",1,0.360527327,9,"Spatial_Clipped_105","Old lady rubs fireman","SOV","",1,"","","",NA,"Spatial.Present","SOV","Spatial.Present"
"901",7,15,"Case","Transitive","Object","SOV","",1,0.360527327,9,"Spatial_Clipped_105","Old lady kisses star","SOV","",1,"","E","",NA,"Spatial.Present","SOV","Spatial.Present"
"903",7,16,"Case","Transitive","Person","SOV","",1,0.360527327,9,"Spatial_Clipped_105","Fireman kicks girl","SOV","",1,"","","",NA,"Spatial.Present","SOV","Spatial.Present"
"905",7,18,"Case","Transitive","Person","OSV","",1,0.619328895,9,"Spatial_Clipped_106","Girl elbows old lady","OSV","",1,"","","",NA,"Spatial.Present","OSV","Spatial.Present"
"906",7,20,"Case","Transitive","Object","SOV","",1,0.619328895,9,"Spatial_Clipped_106","Fireman throws star","SOV","",1,"","","",NA,"Spatial.Present","SOV","Spatial.Present"
"908",7,21,"Case","Transitive","Person","SOV","",1,0.118990729,9,"Spatial_Clipped_107","Boy lifts girl","SOV","",1,"","","",NA,"Spatial.Present","SOV","Spatial.Present"
"909",7,22,"Case","Transitive","Object","OSV","",1,0.118990729,9,"Spatial_Clipped_107","Girl rubs heart","OSV","",1,"","","",NA,"Spatial.Present","OSV","Spatial.Present"
"911",7,24,"Case","Transitive","Object","OSV","",1,0.118990729,9,"Spatial_Clipped_107","Old lady elbows ball","OSV","",1,"","","",NA,"Spatial.Present","OSV","Spatial.Present"
"913",7,25,"Case","Transitive","Person","SOV","",1,0.432869149,9,"Spatial_Clipped_108","Fireman pushes boy","SOV","",1,"","","",NA,"Spatial.Present","SOV","Spatial.Present"
"915",7,27,"Case","Transitive","Object","SOV","",1,0.432869149,9,"Spatial_Clipped_108","Girl pushes car","SOV","",1,"","","",NA,"Spatial.Present","SOV","Spatial.Present"
"917",7,28,"Case","Transitive","Object","OSV","",1,0.432869149,9,"Spatial_Clipped_108","Boy kicks ball","OSV","",1,"","","",NA,"Spatial.Present","OSV","Spatial.Present"
"919",7,5,"Case","Transitive","Person","SOV","",1,0.809423767,9,"Spatial_Clipped_103","Girl kisses boy","OSV","",1,"","","",NA,"Spatial.Present","OSV","Spatial.Present"
"921",7,7,"Case","Transitive","Person","SOV","",1,0.809423767,9,"Spatial_Clipped_103","Old lady pokes fireman","SOV","",1,"","","",NA,"Spatial.Present","SOV","Spatial.Present"
"923",7,8,"Case","Transitive","Object","OSV","",1,0.809423767,9,"Spatial_Clipped_103","Fireman lifts car","OSV","X",1,"","","In the sentence, the car lifts the fireman.",NA,"Spatial.Present","OSV","Spatial.Present"
